,name,url,info,industry,turn,city
75,思图场景,company/54644220,图像识别技术提供商,industry.AI,phase.PRE_A,city.北京市
76,澎峰科技,company/146268,AI领域性能优化解决方案提供商,industry.AI,phase.PRE_A,city.北京市
77,永洪科技,company/21795,数据可视化分析解决方案提供商,industry.SERVICE_INDUSTRIES,phase.C,city.北京市
78,铭台科技,company/156764,大数据应用和解决方案提供商,industry.SERVICE_INDUSTRIES,phase.A,city.北京市
79,强联智创,company/85318294,神经介入医疗器械和软件研发商,industry.MEDICAL_HEALTH,phase.ANGEL,city.北京市
80,时代拓灵,company/23538,智能音频软硬件技术提供商,industry.AI,phase.A,city.北京市
81,深度交叉科技,company/701411,智能投顾服务提供商,industry.FINANCE,phase.ANGEL,city.北京市
82,万灵云,company/151506,医学人工智能辅助诊断系统提供商,industry.MEDICAL_HEALTH,phase.PRE_A,city.北京市
83,云势软件,company/155947,生命科学领域云解决方案SaaS服务提供商,industry.SERVICE_INDUSTRIES,phase.B,city.北京市
84,一流科技,company/61226073,分布式深度学习平台解决方案提供商,industry.AI,phase.B,city.北京市
85,知因智慧,company/105096,金融大数据及知识图谱服务提供商,industry.SERVICE_INDUSTRIES,phase.A,city.北京市
86,格灵深瞳,company/8675,计算机视觉及深度学习技术研发商,industry.AI,phase.INFORMAL,city.北京市
87,声加科技,company/69012297,声学与语音交互技术研发商,industry.AI,phase.ANGEL,city.北京市
88,Airdoc,company/104504,影像辅助诊断AI医疗平台,industry.MEDICAL_HEALTH,phase.B_PLUS,city.北京市
89,深睿医疗,company/79121141,人工智能医疗影像系统研发商,industry.MEDICAL_HEALTH,phase.B,city.北京市
90,星尘数据,company/33474043,机器学习训练AI数据服务平台,industry.AI,phase.PRE_A,city.北京市
91,深动科技,company/90282622,自动驾驶解决方案提供商,industry.AI,phase.A,city.北京市
92,宙心科技,company/123594,人工智能产品平台及行业应用解决方案提供商,industry.AI,phase.PRE_A,city.北京市
93,数问科技,company/39530906,AI教育解决方案提供商,industry.EDUCATION_TRAINING,phase.ANGEL,city.北京市
94,爱因互动,company/45402567,智能客服研发商,industry.AI,phase.PRE_A,city.北京市
95,海天瑞声,company/30924,人工智能数据资源及相关数据服务提供商,industry.SERVICE_INDUSTRIES,phase.B,city.北京市
96,机器之心,company/37044256,人工智能领域科技媒体,industry.MEDIA,phase.PRE_B,city.北京市
97,慧拓智能,company/88065058,无人驾驶技术研发商,industry.AUTO,phase.ANGEL,city.北京市
98,海云数据,company/46467,数据可视化分析服务提供商,industry.SERVICE_INDUSTRIES,phase.B,city.北京市
99,新视家,company/659632,互联网电视生产服务提供商,industry.INTELLIGENT_HARDWARE,phase.ANGEL,city.北京市
100,泽创天成,company/74678791,医药研发及医疗大数据服务提供商,industry.MEDICAL_HEALTH,phase.ANGEL,city.北京市
101,深醒科技,company/59948896,人脸识别技术研发商,industry.AI,phase.B,city.北京市
102,SIGAI人工智能平台,company/57785441,国产的“零编程”，全流程可视化人工智能框架,industry.SERVICE_INDUSTRIES,phase.ANGEL,city.北京市
103,深维科技,company/34045619,智能FPGA芯片开发商,industry.AI,phase.PRE_A,city.北京市
104,DiluSense,company/94378687,计算机视觉技术研发商,industry.AI,phase.A,city.北京市
105,沃课WOX,company/69444188,AI教育服务提供商,industry.EDUCATION_TRAINING,phase.ANGEL,city.北京市
106,至真互联,company/113869,眼科远程医疗服务平台,industry.MEDICAL_HEALTH,phase.PRE_A,city.北京市
107,语智科技,company/89023350,AI语音识别技术研发商,industry.AI,phase.PRE_A,city.北京市
108,智能一点,company/66347863,AI售前导购服务平台,industry.AI,phase.PRE_A,city.北京市
109,新译科技,company/116495,语言在线处理服务商,industry.AI,phase.PRE_A,city.北京市
110,跃盟科技,company/162586,广告效果优化云服务提供商,industry.SERVICE_INDUSTRIES,phase.B,city.北京市
111,双髻鲨科技,company/154389,双目立体视觉ADAS研发提供商,industry.AI,phase.A,city.北京市
112,医准智能,company/45207310,AI医疗影像辅助诊断系统研发商,industry.AI,phase.A,city.北京市
113,幂律智能,company/23926361,法律领域人工智能解决方案提供商,industry.AI,phase.ANGEL,city.北京市
114,君林科技,company/18471593,声纹识别技术提供商,industry.AI,phase.ANGEL,city.北京市
115,腾客科技,company/154181,智慧安防系统研发商,industry.AI,phase.A,city.北京市
116,悟空保,company/69049,互联网保险定制服务商,industry.FINANCE,phase.B,city.北京市
117,中科博宏,company/29061266,人工智能解决方案提供商,industry.AI,phase.ANGEL,city.北京市
118,慧闻科技,company/102597,人工智能技术服务提供商,industry.AI,phase.NONE,city.北京市
119,领骏科技,company/29536966,自动驾驶技术研发商,industry.AI,phase.PRE_A,city.北京市
120,ii电话秘书,company/88072284,AI电话防骚扰工具,industry.SOFTWARE,phase.A,city.北京市
121,连心医疗,company/101807,智能放疗人工智能与云服务提供商,industry.MEDICAL_HEALTH,phase.A,city.北京市
122,吉斯卡,company/96588,交互式内容创作分发平台,industry.AI,phase.A,city.北京市
123,贪心学院,company/52664998,AI教育服务商,industry.AI,phase.NONE,city.北京市
124,清瞳时代,company/50069162,计算机视觉技术研发商,industry.AI,phase.ANGEL,city.北京市
125,准儿翻译,company/67095409,口语翻译设备研发商,industry.INTELLIGENT_HARDWARE,phase.PRE_A,city.北京市
126,小易智能医美,company/61811,智能医美健康产品研发商,industry.AI,phase.ANGEL,city.北京市
127,法里,company/117619,人工智能法律服务平台,industry.SERVICE_INDUSTRIES,phase.ANGEL,city.北京市
128,文安智能,company/31445,计算机视觉产品及解决方案提供商,industry.AI,phase.B,city.北京市
129,创想智控,company/107881,机器视觉自动化设备研发商,industry.AI,phase.INFORMAL,city.北京市
130,健康有益,company/76946153,AI精准健康管理系统研发商,industry.AI,phase.A,city.北京市
131,数字冰雹,company/4846296,大数据可视化分析决策服务提供商,industry.SERVICE_INDUSTRIES,phase.ANGEL,city.北京市
132,易华录,company/68972750,智慧城市解决方案提供商,industry.SERVICE_INDUSTRIES,phase.IPO,city.北京市
133,任买科技,company/71455480,金融科技解决方案提供商,industry.FINANCE,phase.NONE,city.北京市
134,异构智能,company/98772,AI计算芯片提供商,industry.AI,phase.A,city.北京市
135,布本智能,company/100495,企业智能助手产品提供商,industry.AI,phase.PRE_A,city.北京市
136,深思考人工智能,company/91506,人工智能算法研发商,industry.AI,phase.A,city.北京市
137,推想科技,company/115227,智能医疗影像诊断系统研发商,industry.MEDICAL_HEALTH,phase.C,city.北京市
138,华控清交信息科技,company/77393904,数据库开发商,industry.AI,phase.ANGEL,city.北京市
139,北京行为科技,company/99464251,人工智能安防服务提供商,industry.AI,phase.ANGEL,city.北京市
140,埃睿迪,company/12289,基于大数据的绿色工业互联网平台,industry.SERVICE_INDUSTRIES,phase.A_PLUS,city.北京市
141,释码大华科技,company/25541,虹膜识别技术提供商,industry.AI,phase.B,city.北京市
142,百度,company/3675,以搜索引擎为主的互联网综合服务提供商,industry.SOFTWARE,phase.INFORMAL,city.北京市
143,慧流科技,company/78448851,AI业务流程自动化服务商,industry.AI,phase.NONE,city.北京市
144,元橡科技,company/14785268,智能视觉解决方案提供商,industry.AI,phase.NONE,city.北京市
145,灵动音科技,company/50698363,基于人工智能技术的音乐创作服务商,industry.MEDIA,phase.ANGEL,city.北京市
146,尚学优测,company/19602,小学AI智慧学习平台,industry.EDUCATION_TRAINING,phase.NONE,city.北京市
147,鼎复数据,company/88896,智能投资研究服务提供商,industry.FINANCE,phase.A,city.北京市
148,天隼图像,company/165104,机器视觉硬件及算法研发商,industry.AI,phase.ANGEL,city.北京市
149,DeepCare,company/115930,医学影像识别及疾病筛查服务提供商,industry.MEDICAL_HEALTH,phase.INFORMAL,city.北京市
150,中云智车,company/63995435,智能汽车底盘提供商,industry.AI,phase.ANGEL,city.北京市
151,车和家,company/59385,智能新能源汽车研发商,industry.AUTO,phase.B,city.北京市
152,搜前途,company/8304,基于人工智能技术的人才大数据服务商,industry.SERVICE_INDUSTRIES,phase.INFORMAL,city.北京市
153,东方网力,company/90333683,AI视频监控服务提供商,industry.SERVICE_INDUSTRIES,phase.IPO,city.北京市
154,脑陆科技,company/45153998,脑科学及医学大数据服务提供商,industry.MEDICAL_HEALTH,phase.NONE,city.北京市
155,鑫洋泉,company/159807,ADAS智能泊车产品研发商,industry.AUTO,phase.ANGEL,city.北京市
156,开易科技,company/139480,为汽车提供高精确度的辅助驾驶安全算法的公司,industry.AUTO,phase.B,city.北京市
157,汇医慧影,company/36401,医疗影像智能云平台,industry.MEDICAL_HEALTH,phase.INFORMAL,city.北京市
158,爱医声,company/92004882,人工智能医疗设备研发商,industry.AI,phase.ANGEL,city.北京市
159,鼎奕科技,company/40840250,汽车智能辅助系统研发商,industry.AUTO,phase.NONE,city.北京市
160,图灵网安,company/62984168,网络安全防护系统提供商,industry.SERVICE_INDUSTRIES,phase.NONE,city.北京市
161,医众影像,company/15146,医疗影像数据服务平台,industry.MEDICAL_HEALTH,phase.PRE_A,city.北京市
162,哈利机器人,company/24931597,教育机器人研发商,industry.ROBOT,phase.ANGEL,city.北京市
163,智能毫米波传感器,company/136655,毫米波雷达研发商,industry.AUTO,phase.ANGEL,city.北京市
164,茶水时间,company/88327078,消费行为识别平台,industry.AI,phase.ANGEL,city.北京市
165,奥维视讯,company/29480,边缘智能超高清视频通讯产品和运营服务供应商,industry.SERVICE_INDUSTRIES,phase.NONE,city.北京市
166,零维时空,company/51965375,室内低速无人驾驶机器人研发商,industry.AI,phase.NONE,city.北京市
167,普强信息,company/22426,中文智能语音服务提供商,industry.AI,phase.D,city.北京市
168,六位时成,company/59425307,自然语言处理技术研发商,industry.AI,phase.ANGEL,city.北京市
169,洪泰智造,company/22857837,智能智造产业服务平台,industry.SERVICE_INDUSTRIES,phase.ANGEL,city.北京市
170,佐智汽车,company/146035,智能汽车及自动驾驶测试服务商,industry.AI,phase.NONE,city.北京市
171,EMOKIT,company/6109,AI情感智能商用引擎研发商,industry.AI,phase.ANGEL,city.北京市
172,深鉴科技,company/115256,深度学习专用平台,industry.AI,phase.ACQUIRED,city.北京市
173,奥开科技,company/51835433,养老机器人生产制造商,industry.ROBOT,phase.NONE,city.北京市
174,Gaiware概维智能,company/10005650,AI智能商业解决方案提供商,industry.SERVICE_INDUSTRIES,phase.ANGEL,city.北京市
175,肽积木,company/27162537,医学影像辅助诊断服务平台,industry.AI,phase.ANGEL,city.北京市
176,奇点机智,company/93748884,数字语音助手服务提供商,industry.AI,phase.A_PLUS,city.北京市
177,合一智芯,company/98300467,人工智能芯片研发商,industry.AI,phase.ANGEL,city.北京市
178,TokenInsight,company/37349182,区块链领域数据服务提供商,industry.SERVICE_INDUSTRIES,phase.A,city.北京市
179,爱动超越,company/45262710,人工智能技术应用服务商,industry.AI,phase.A,city.北京市
180,司马大大,company/35440,计算机视觉技术服务提供商,industry.AI,phase.B,city.北京市
181,北京唯思科技,company/90264973,人脸识别智能产品研发商,industry.AI,phase.ANGEL,city.北京市
182,未动科技,company/95962876,计算机视觉交互解决方案提供商,industry.AI,phase.PRE_A,city.北京市
183,Veniibot,company/93394623,智能扫拖机器人研发商,industry.ROBOT,phase.NONE,city.北京市
184,深度未来,company/36326372,机器视觉解决方案研发商,industry.AI,phase.NONE,city.北京市
185,中科汇联科技,company/31413,信息化管理软件研发商,industry.SERVICE_INDUSTRIES,phase.NEEQ,city.北京市
186,捷通华声,company/10588,人工智能整体解决方案提供商,industry.AI,phase.INFORMAL,city.北京市
187,蓝旷科技,company/81664319,人工智能解决方案提供商,industry.AI,phase.NONE,city.北京市
188,数知科技,company/48264729,人工智能决策服务提供商,industry.AI,phase.IPO,city.北京市
189,数聚工研,company/15805162,智能诊断系统研发商,industry.MEDICAL_HEALTH,phase.ANGEL,city.北京市
190,来也,company/23749,人工智能交互产品研发商,industry.AI,phase.B,city.北京市
191,谛听机器人,company/106248,中文语义分析与理解服务提供商,industry.AI,phase.NONE,city.北京市
192,拍拍赚,company/10803,新零售商品图像识别服务提供商,industry.SERVICE_INDUSTRIES,phase.C,city.北京市
193,慧医大白,company/15961700,AI家庭医生医疗辅助诊断服务提供商,industry.MEDICAL_HEALTH,phase.ANGEL,city.北京市
194,码牛科技,company/91863318,大数据采集与人工智能分析平台,industry.SERVICE_INDUSTRIES,phase.B,city.北京市
195,神州泰岳,company/22381,IT运维管理领域软件产品及服务提供商,industry.SERVICE_INDUSTRIES,phase.IPO,city.北京市
196,极速法务,company/4780731,基于语音识别技术的法律服务信息平台,industry.AI,phase.NONE,city.北京市
197,财富引擎,company/98926129,智能投顾服务平台,industry.FINANCE,phase.ANGEL,city.北京市
198,华据医疗,company/108884,医疗大数据服务提供商,industry.SERVICE_INDUSTRIES,phase.NONE,city.北京市
199,博思廷,company/22544849,智能视频分析服务商,industry.AI,phase.A_PLUS,city.北京市
200,酷云互动,company/24674,全媒体大数据服务提供商,industry.SERVICE_INDUSTRIES,phase.B,city.北京市
201,翼展科技,company/88947,医学智能影像解决方案提供商,industry.MEDICAL_HEALTH,phase.C,city.北京市
202,博识医疗云,company/46239,患者信息管理及数据分析平台,industry.MEDICAL_HEALTH,phase.A,city.北京市
203,英梅吉,company/29835,手势识别技术研发商,industry.AI,phase.PRE_A,city.北京市
204,兔比兔教育,company/64799817,教育AI共享平台,industry.EDUCATION_TRAINING,phase.ANGEL,city.北京市
205,爱特曼科技,company/161751,人工智能解决方案提供商,industry.AI,phase.A,city.北京市
206,神州数码医疗,company/70806811,医疗大数据及医院信息化服务提供商,industry.MEDICAL_HEALTH,phase.NONE,city.北京市
207,三川科技,company/37411439,人脸识别技术酒店应用服务商,industry.AI,phase.ANGEL,city.北京市
208,行易道,company/60256,毫米波雷达技术研发商,industry.AI,phase.B,city.北京市
209,品潮智能酒店,company/42474220,无人智能酒店运营商,industry.TRAVEL_OUTDOORS,phase.NONE,city.北京市
210,曜立科技,company/22645608,医疗数据处理软件研发商,industry.MEDICAL_HEALTH,phase.ANGEL,city.北京市
211,麦哲科技,company/1360934,图像识别技术研发商,industry.AI,phase.B,city.北京市
212,大恒图像,company/136319,机器视觉技术解决方案提供商,industry.AI,phase.NONE,city.北京市
213,Dreamua,company/96903334,AI社交应用研发商,industry.SOCIAL_NETWORK,phase.NONE,city.北京市
214,理琪教育,company/55931878,AI教育产品研发商,industry.AI,phase.NONE,city.北京市
215,艾特秘,company/42111466,基于区块链技术的智能投顾服务平台,industry.FINANCE,phase.NONE,city.北京市
216,侣程科技,company/31481359,中文人工智能导游服务平台,industry.TRAVEL_OUTDOORS,phase.ANGEL,city.北京市
217,造数,company/177686,智能数据挖掘平台,industry.SERVICE_INDUSTRIES,phase.PRE_A,city.北京市
218,LSK深度人工智能,company/48253,智能语音语义技术提供商,industry.AI,phase.NONE,city.北京市
219,凌动智行,company/3458,智能出行服务提供商,industry.AUTO,phase.INFORMAL,city.北京市
220,小白世纪,company/114012,视频搜索服务提供商,industry.AI,phase.A,city.北京市
221,泛化智能,company/177758,机器学习及计算机视觉解决方案提供商,industry.AI,phase.PRE_A,city.北京市
222,机甲时代机器人,company/106327,游戏对战机器人研发商,industry.ROBOT,phase.ANGEL,city.北京市
223,小丘AI,company/15317620,AI心理咨询服务提供商,industry.AI,phase.ANGEL,city.北京市
224,香九龄,company/116232,社区慢病管理服务提供商,industry.MEDICAL_HEALTH,phase.ANGEL,city.北京市
225,致悦科技,company/95762,私人管家服务提供商,industry.SERVICE_INDUSTRIES,phase.B,city.北京市
226,零氪科技,company/91995,肿瘤医疗大数据解决方案提供商,industry.MEDICAL_HEALTH,phase.C,city.北京市
227,任学堂,company/99434982,AI教育信息化服务商,industry.EDUCATION_TRAINING,phase.NONE,city.北京市
228,长垣智达,company/772547,智能网联汽车V2X产业研发商,industry.AUTO,phase.NONE,city.北京市
229,音乐笔记,company/1274,AI钢琴智能陪练系统研发商,industry.AI,phase.A,city.北京市
230,征图三维,company/22246523,移动测量系统软硬件服务提供商,industry.SERVICE_INDUSTRIES,phase.ANGEL,city.北京市
231,哆咪大狮,company/608293,AI钢琴陪练服务提供商,industry.EDUCATION_TRAINING,phase.SEED,city.北京市
232,中能博泰,company/27436543,能源行业解决方案提供商,industry.SERVICE_INDUSTRIES,phase.ANGEL,city.北京市
233,小葱智能,company/13082965,智慧家居技术解决方案提供商,industry.PROPERTY_AND_HOME_FURNISHINGS,phase.ANGEL,city.北京市
234,摩力HOP,company/70081257,智能健康管理服务平台,industry.MEDICAL_HEALTH,phase.NONE,city.北京市
235,云识图,company/30885,图像识别技术研发商,industry.AI,phase.NONE,city.北京市
236,京铂尔科技,company/42699200,智能厨房家电产品提供商,industry.INTELLIGENT_HARDWARE,phase.NONE,city.北京市
237,联诚智胜,company/93460551,电信大数据解决方案及人工智能客服应用提供商,industry.SERVICE_INDUSTRIES,phase.NEEQ,city.北京市
238,智飞云科,company/45910025,AI应用服务商,industry.AI,phase.ANGEL,city.北京市
239,星阵围棋,company/13130530,人工智能算法提供商,industry.AI,phase.NONE,city.北京市
240,中网天成,company/8249983,生物识别技术解决方案提供商,industry.AI,phase.NONE,city.北京市
241,星德智慧,company/7340156,AI医疗影像诊断与检索技术研发商,industry.AI,phase.NONE,city.北京市
242,海康金服,company/104998,线上借贷服务平台,industry.FINANCE,phase.NONE,city.北京市
243,三点一刻,company/68848,智慧协同营销服务提供商,industry.SERVICE_INDUSTRIES,phase.A,city.北京市
244,因果树,company/46200,人工智能股权投融资服务平台,industry.FINANCE,phase.C,city.北京市
245,Testin云测,company/1533,应用服务平台,industry.SERVICE_INDUSTRIES,phase.C,city.北京市
246,警视科技,company/13693,智能ADAS行车记录仪研发商,industry.AI,phase.NONE,city.北京市
247,布卡互动,company/103567,在线教育SaaS服务提供商,industry.SERVICE_INDUSTRIES,phase.A,city.北京市
248,心灵方舟,company/11123578,脑健康领域信息化解决方案提供商,industry.SERVICE_INDUSTRIES,phase.ANGEL,city.北京市
249,世通亨奇,company/119194,数据智能解决方案服务商,industry.SERVICE_INDUSTRIES,phase.ANGEL,city.北京市
250,百可录,company/34239318,场景化智能客服应用研发商,industry.AI,phase.B,city.北京市
251,陪练大师舞蹈教育,company/5592631,AI舞蹈教育服务平台,industry.EDUCATION_TRAINING,phase.NONE,city.北京市
252,三体高创科技,company/86208818,3D人体数据建模技术服务商,industry.AI,phase.ANGEL,city.北京市
253,中科神探,company/39760658,视频检索技术研发商,industry.AI,phase.NONE,city.北京市
254,集智AI学园,company/12660720,AI知识学习平台,industry.EDUCATION_TRAINING,phase.NONE,city.北京市
255,光子瑞利,company/10710220,AI光纤传感侦听技术服务商,industry.PEC,phase.NONE,city.北京市
256,云雀智享,company/8028796,智慧客服解决方案提供商,industry.AI,phase.ANGEL,city.北京市
257,银河水滴,company/137497,步态身份识别系统研发商,industry.AI,phase.PRE_A,city.北京市
258,清帆科技,company/135311,AI教育服务商,industry.EDUCATION_TRAINING,phase.INFORMAL,city.北京市
259,眸视科技,company/9918919,机器人定位技术研发商,industry.ROBOT,phase.ANGEL,city.北京市
260,医千创,company/107886,医用机器人研发商,industry.ROBOT,phase.ANGEL,city.北京市
261,FEED区块链,company/83582109,基于区块链和人工智能的内容生态价值平台,industry.SERVICE_INDUSTRIES,phase.SEED,city.北京市
262,焱论,company/1468000,电商产品数据库,industry.AI,phase.INFORMAL,city.北京市
263,卓视智通,company/179626,车辆识别算法研发商,industry.AI,phase.NONE,city.北京市
264,盛术科技,company/56648529,AI营销服务解决方案提供商,industry.AI,phase.NONE,city.北京市
265,AI100,company/56402479,人工智能技术和产业社区,industry.MEDIA,phase.ANGEL,city.北京市
266,紫睛科技,company/41459240,AI安防系统研发商,industry.AI,phase.ANGEL,city.北京市
267,氖星智能,company/73690986,人机自然语言交互平台,industry.AI,phase.ANGEL,city.北京市
268,Fitmate,company/79193633,AI健身私教应用,industry.SPORTS,phase.NONE,city.北京市
269,Alva Systems,company/93597099,脉冲神经网络技术研发商,industry.AI,phase.A,city.北京市
270,甲子研究院,company/93252790,AI风水命理服务商,industry.AI,phase.NONE,city.北京市
271,易享智行,company/85646478,新能源汽车智能出行服务平台,industry.AUTO,phase.NONE,city.北京市
272,帕斯泰克,company/46938699,中医智能诊断服务提供商,industry.MEDICAL_HEALTH,phase.ANGEL,city.北京市
273,普瑞基准,company/38669205,多组学数据分析服务平台,industry.MEDICAL_HEALTH,phase.ANGEL,city.北京市
274,人工智能学家Aitists,company/23001669,人工智能领域媒体,industry.MEDIA,phase.ANGEL,city.北京市
