,name,url,info,industry,turn,city
21,易视智瞳,company/19825379,工业视觉技术解决方案提供商,industry.AI,phase.A,city.广东省
22,思必驰,company/9093,智能语音技术解决方案提供商,industry.AI,phase.D,city.江苏省
23,速腾聚创,company/98071,多线激光雷达研发商,industry.AI,phase.INFORMAL,city.广东省
24,高视科技,company/22056956,计算机图像处理系统解决方案提供商,industry.AI,phase.A_PLUS,city.广东省
25,优必选,company/8056,智能人形机器人研发商,industry.ROBOT,phase.C_PLUS,city.广东省
26,文远知行,company/96778785,汽车自动驾驶系统研发商,industry.AI,phase.A_PLUS,city.广东省
27,达闼科技,company/36321,云端智能机器人运营商,industry.ROBOT,phase.B,city.广东省
28,声希科技,company/180185,AI英语学习平台,industry.EDUCATION_TRAINING,phase.ANGEL,city.广东省
29,碳云智能,company/87561,数字化健康管理平台,industry.MEDICAL_HEALTH,phase.B,city.广东省
30,睿瀚医疗,company/163814,智能手部康复机器人研发商,industry.ROBOT,phase.PRE_A,city.广东省
31,振子科技,company/92001929,智能电动代步滑板研发商,industry.INTELLIGENT_HARDWARE,phase.SEED,city.江苏省
32,晓多客服,company/16717,在线客服机器人研发商,industry.AI,phase.B,city.四川省
33,极目智能,company/73990,ADAS高级驾驶辅助系统研发商,industry.AI,phase.B,city.湖北省
34,易航智能,company/101336,自动驾驶解决方案服务商,industry.AI,phase.B_PLUS,city.吉林省
35,智易科技,company/52917386,AI技术与服务提供商,industry.AI,phase.ANGEL,city.广东省
36,睿沿科技,company/55355984,计算机视觉技术研发商,industry.AI,phase.ANGEL,city.四川省
37,眼擎科技,company/109616,AI视觉成像芯片研发商,industry.AI,phase.PRE_A,city.广东省
38,大象声科,company/94939367,语音增强技术研发商,industry.AI,phase.A,city.广东省
39,启英泰伦,company/96174235,语音识别芯片研发商,industry.INTELLIGENT_HARDWARE,phase.A,city.四川省
40,精锐视觉,company/16974258,智能视频检测系统提供商,industry.AI,phase.A,city.广东省
41,智能驾驶研究院,company/81557519,智能驾驶汽车技术研发商,industry.AUTO,phase.A,city.湖南省
42,声扬科技,company/47534598,声纹识别技术研发商,industry.AI,phase.PRE_A,city.广东省
43,深视光点,company/60676140,双目视觉芯片研发商,industry.AI,phase.NONE,city.江苏省
44,工匠社,company/57697,竞技娱乐机器人研发商,industry.ROBOT,phase.B,city.广东省
45,中科慧远,company/98379843,机器视觉技术一体化解决方案提供商,industry.AI,phase.A,city.河南省
46,七天教育,company/109986,云智能阅卷平台,industry.EDUCATION_TRAINING,phase.B,city.安徽省
47,云思创智,company/68468489,人工智能算法应用平台,industry.AI,phase.A,city.江苏省
48,斯录欣,company/66661382,临床科研数据服务提供商,industry.MEDICAL_HEALTH,phase.NONE,city.湖北省
49,祈飞科技,company/37158,工业机器人系统解决方案提供商,industry.ROBOT,phase.C,city.广东省
50,智航无人机,company/45234,工业级无人机研发商,industry.UAV,phase.B,city.广东省
51,辰视智能,company/14392120,人工智能视觉技术解决方案提供商,industry.AI,phase.NONE,city.广东省
52,柚伴机器人,company/23132,养老人工智能大数据应用服务商,industry.ROBOT,phase.ANGEL,city.重庆市
53,Echiev,company/4115783,自动驾驶技术及应用产品研发商,industry.AI,phase.NONE,city.广东省
54,WeAI Tech,company/6181982,人工智能技术方案提供商,industry.AI,phase.ANGEL,city.广东省
55,创感科技,company/37844,基于传感技术+AI，应用于快速检测，辅助诊断，运动康复。,industry.MEDICAL_HEALTH,phase.PRE_A,city.广东省
56,深视未来,company/66816228,工业机器视觉技术研发商,industry.AI,phase.NONE,city.广东省
57,格熙信息,company/26851152,智能交互在线教育服务商,industry.EDUCATION_TRAINING,phase.PRE_A,city.广东省
58,帝视科技,company/84060433,机器学习及计算机视觉技术研发商,industry.AI,phase.A,city.福建省
59,吉迪思科技,company/88385575,智能图像处理芯片研发商,industry.AI,phase.NONE,city.广东省
60,北极环,company/78447086,智能垃圾处理技术研发及服务提供商,industry.ENVIRONMENTAL_PROTECTION,phase.NONE,city.广东省
61,视源股份,company/202,消费类智能硬件产品研发商,industry.INTELLIGENT_HARDWARE,phase.IPO,city.广东省
62,量熵科技,company/37184003,AI金融技术研发服务商,industry.FINANCE,phase.ANGEL,city.广东省
63,ALSONTECH,company/38750520,工业机器人3D视觉方案提供商,industry.AI,phase.ANGEL,city.河南省
64,瑞为技术,company/24242,人脸识别技术提供商,industry.AI,phase.B_PLUS,city.福建省
65,ICONTEK,company/22607034,自然语言处理引擎开发商,industry.AI,phase.A,city.广东省
66,云歌智能,company/87284329,人工智能调度系统开发商,industry.AI,phase.ANGEL,city.广东省
67,筷子科技,company/27034,人工智能营销创意内容平台,industry.SERVICE_INDUSTRIES,phase.A,city.广东省
68,小满科技,company/6514,针对中小企业的外贸CRM服务商,industry.SERVICE_INDUSTRIES,phase.C,city.广东省
69,柏视医疗,company/40427860,AI医学影像诊断服务提供商,industry.MEDICAL_HEALTH,phase.A,city.广东省
70,楚航科技,company/64484532,辅助驾驶系统研发商,industry.AI,phase.ANGEL,city.安徽省
71,智影医疗,company/76023409,基于人工智能的医学影像诊断分析管理平台,industry.MEDICAL_HEALTH,phase.A,city.广东省
72,鳍源科技,company/180389,消费级水下机器人开发商,industry.ROBOT,phase.PRE_A,city.广东省
73,梧桐智投,company/88344038,基于FINTECH技术的证券类智能投研和投资辅助平台,industry.AI,phase.NONE,city.江苏省
74,微纳感知,company/36443926,智能语音交互芯片级解决方案提供商,industry.AI,phase.UNKNOWN,city.广东省
75,阿尔法心理APP,company/17694,智能心理健康管理服务平台,industry.MEDICAL_HEALTH,phase.SEED,city.江苏省
76,汇顶科技,company/93212,指纹识别芯片研发商,industry.INTELLIGENT_HARDWARE,phase.IPO,city.广东省
77,天数科技,company/123133,企业级大数据基础软件产品和服务提供商,industry.SERVICE_INDUSTRIES,phase.NONE,city.江苏省
78,深谱之光,company/91220713,生物特征识别技术研发商,industry.AI,phase.NONE,city.陕西省
79,视见医疗,company/32829322,AI医疗影像诊断平台,industry.MEDICAL_HEALTH,phase.A_PLUS,city.广东省
80,PerceptIn普思英察,company/177041,低成本视觉感知技术提供商,industry.AI,phase.A_PLUS,city.广东省
81,宏弈投资管理,company/18041590,互联网证券交易服务提供商,industry.FINANCE,phase.NONE,city.吉林省
82,三人行自动化,company/671523,工业智能视觉监视产品研发商,industry.AI,phase.NONE,city.广东省
83,微盾科技,company/936319,指静脉识别技术服务商,industry.AI,phase.A,city.广东省
84,知视界,company/25234110,互联网金融大数据风控服务商,industry.FINANCE,phase.NONE,city.四川省
85,神目科技,company/6131411,安防视频产品供应商,industry.SERVICE_INDUSTRIES,phase.A,city.广东省
86,意能通,company/11604,智能客服系统研发商,industry.AI,phase.A_PLUS,city.江苏省
87,积图科技,company/26002144,车脸识别技术研发商,industry.AI,phase.NONE,city.江苏省
88,爱速达机器人,company/98496048,无人驾驶服务提供商,industry.AI,phase.NONE,city.湖北省
89,优达斯汽车科技,company/57026595,远距离超声波传感器研发商,industry.AI,phase.ANGEL,city.江苏省
90,极视角,company/63088,计算机视觉算法平台,industry.AI,phase.A_PLUS,city.广东省
91,0Glass,company/19224,AR智能眼镜生产商,industry.VR_AR,phase.B,city.广东省
92,若水医疗,company/8317,智能辅助诊断服务平台,industry.MEDICAL_HEALTH,phase.B,city.四川省
93,矽赫科技,company/45093222,非线性光电感知解决方案提供商,industry.SERVICE_INDUSTRIES,phase.ANGEL,city.广东省
94,显扬科技,company/12122181,机器视觉解决方案提供商,industry.AI,phase.NONE,city.广东省
95,朝闻道,company/58672855,致力于移动机器人研发及落地智能零售解决方案,industry.ROBOT,phase.NONE,city.广东省
96,知量科技,company/31334058,AI量化投资服务提供商,industry.AI,phase.ANGEL,city.广东省
97,瑞海科技,company/98112980,智能化工程管理系统开发商,industry.AI,phase.ANGEL,city.陕西省
98,墨家科技,company/75837479,机器视觉解决方案提供商,industry.AI,phase.A,city.广东省
99,知行汽车,company/95809096,自动驾驶技术研发商,industry.AI,phase.A,city.江苏省
100,海梁科技,company/47717306,公交自动驾驶方案提供商,industry.AI,phase.A,city.广东省
101,微神马,company/73870540,中小银行数字化转型解决方案提供商,industry.SERVICE_INDUSTRIES,phase.A,city.辽宁省
102,锦佰安,company/92820208,无感知身份认证技术研发商,industry.AI,phase.PRE_A,city.江苏省
103,鱼云顺风车,company/84994417,智能AI学生接送平台,industry.AI,phase.NONE,city.湖北省
104,软晶科技,company/24574996,机器人视觉算法及组件程序提供商,industry.AI,phase.ANGEL,city.广东省
105,明锐理想,company/57783301,自动视觉检查系统研发商,industry.AI,phase.ANGEL,city.广东省
106,欧比特,company/64638,嵌入式SoC芯片及系统集成供应商,industry.AI,phase.IPO,city.广东省
107,乡域straw麦秆吸管,company/65158217,生态循环物消费可视综合应用服务商 ,industry.CONSUMER_LIFESTYLE,phase.NONE,city.江苏省
108,智图视觉,company/21107427,机器视觉技术研发商,industry.AI,phase.ANGEL,city.广东省
109,皮埃斯,company/23741867,AI图片处理服务商,industry.AI,phase.ANGEL,city.广东省
110,富鑫林光电,company/30639852,光电领域自动检测系统开发商,industry.INTELLIGENT_HARDWARE,phase.ANGEL,city.江苏省
111,安吉康尔,company/78169272,医疗决策辅助服务平台,industry.MEDICAL_HEALTH,phase.PRE_A,city.广东省
112,喜推科技,company/46681144,品牌智能化营销服务提供商,industry.SERVICE_INDUSTRIES,phase.NONE,city.湖北省
113,影说家,company/47388798,双语演讲培训机构,industry.EDUCATION_TRAINING,phase.ANGEL,city.江苏省
114,一鸥软件,company/106508,作文自动评分系统提供商,industry.EDUCATION_TRAINING,phase.NONE,city.广东省
115,ImageDT,company/87361142,AI商业应用服务商,industry.AI,phase.A_PLUS,city.广东省
116,微云智能,company/94755703,AI牙科医疗技术服务商,industry.AI,phase.NONE,city.江苏省
117,武汉华旗思创,company/63875203,图像分析与机器视觉技术提供商,industry.SERVICE_INDUSTRIES,phase.NONE,city.湖北省
118,粒恩医疗,company/46898353,心脏健康管理智能设备研发商,industry.MEDICAL_HEALTH,phase.NONE,city.广东省
119,影子数据,company/3104704,大数据及人工智能软件开发商,industry.SERVICE_INDUSTRIES,phase.NONE,city.广东省
120,征图新视,company/81787256,机器视觉及自动化解决方案提供商,industry.AI,phase.B,city.江苏省
121,人马互动,company/24770540,语音交互技术提供商,industry.AI,phase.A,city.广东省
122,Wayz.ai,company/92911458,位置智能服务商,industry.AI,phase.A,city.湖北省
123,白码,company/92133026,AI可视化无代码系统搭建平台,industry.AI,phase.NONE,city.广东省
124,隧唐科技,company/95255205,建筑行业大数据服务提供商,industry.SERVICE_INDUSTRIES,phase.NONE,city.四川省
125,意行半导体,company/48644431,毫米波雷达主芯片生产商,industry.INTELLIGENT_HARDWARE,phase.A,city.福建省
126,诚快达换电,company/94394035,电动车换电服务平台,industry.AUTO,phase.NONE,city.辽宁省
127,奇点信息,company/69158214,智能投顾产品研发商,industry.SERVICE_INDUSTRIES,phase.NONE,city.广东省
128,JIGO,company/72518684,机器视觉精准场景营销解决方案提供商,industry.AI,phase.SEED,city.广东省
129,坎德拉科技,company/40106608,服务型机器人研发商,industry.ROBOT,phase.B,city.广东省
130,未知君,company/20067747,人工智能制药服务提供商,industry.MEDICAL_HEALTH,phase.NONE,city.广东省
131,叶浪智能,company/66604236,体感键盘研发商,industry.AI,phase.ANGEL,city.广东省
132,中祎正脊,company/47634506,颈腰椎疼痛智能诊疗及运动康复服务提供商,industry.MEDICAL_HEALTH,phase.NONE,city.广东省
133,世纪海航,company/58317823,AI教育信息化服务商,industry.EDUCATION_TRAINING,phase.A,city.福建省
134,币智慧,company/160629,人工智能驱动数字资产金融服务提供商,industry.SERVICE_INDUSTRIES,phase.PRE_A,city.广东省
135,智童时刻,company/97213,AI幼教服务供应商,industry.EDUCATION_TRAINING,phase.B,city.福建省
136,国音科技,company/73101165,智能安全技术提供商,industry.AI,phase.NONE,city.广东省
137,金杭科技,company/35270272,动态人像识别技术研发服务商,industry.AI,phase.B,city.广东省
138,普渡科技,company/56890276,智能配送机器人研发商,industry.ROBOT,phase.A,city.广东省
139,青飞智能,company/12409134,区域短途自动驾驶解决方案研发商,industry.AI,phase.ANGEL,city.江苏省
140,天瞳威视,company/99004757,汽车辅助驾驶系统研发商,industry.AUTO,phase.PRE_A,city.江苏省
141,量化云,company/34098892,智能投顾服务商,industry.FINANCE,phase.INFORMAL,city.广东省
142,库曼机器人,company/26908783,协作机器人研发商,industry.ROBOT,phase.ANGEL,city.湖北省
143,灵喵机器人,company/111579,SLAM智能导航技术研发商,industry.AI,phase.ANGEL,city.广东省
144,汉德天坤,company/87843345,信息分析及视频图像识别技术开发商,industry.SERVICE_INDUSTRIES,phase.INFORMAL,city.江苏省
145,阜时科技,company/20425774,3D人脸检测技术研发商,industry.AI,phase.NONE,city.广东省
146,宜远智能,company/24230776,AI医疗技术研发商,industry.AI,phase.ANGEL,city.广东省
147,慧软科技,company/63212941,AI医疗软件研发商,industry.MEDICAL_HEALTH,phase.ANGEL,city.安徽省
148,优孚欧智能科技,company/60681749,人工智能技术提供商,industry.AI,phase.PRE_A,city.广东省
149,旗智人工,company/19246668,人工智能教育云平台,industry.EDUCATION_TRAINING,phase.NONE,city.广东省
150,RCT STUDIO,company/6404107,AI娱乐交互体验服务商,industry.AI,phase.ANGEL,city.四川省
151,RunFox,company/69174,少儿英语学习平台,industry.EDUCATION_TRAINING,phase.ANGEL,city.四川省
152,臻识科技,company/38721,全方位图像智能识别解决方案提供商,industry.AI,phase.ANGEL,city.四川省
153,洪森科技,company/35790,人工智能技术研发服务商,industry.AI,phase.B,city.广东省
154,喜乐AI车险机器人,company/82820335,AI车险机器人提供商,industry.AI,phase.NONE,city.山东省
155,合肥深智,company/27904285,人工智能设备研发商,industry.AI,phase.ANGEL,city.安徽省
156,魔力云盾,company/65359219,指纹识别技术研发商,industry.AI,phase.PRE_A,city.广东省
157,巨佳电子,company/175215,机器视觉产品研发商,industry.AI,phase.B,city.江苏省
158,慧齿智能科技,company/72007412,人工智能口腔大数据云平台,industry.MEDICAL_HEALTH,phase.NONE,city.广东省
159,有光图像科技,company/71352,无人驾驶技术研发商,industry.AI,phase.NONE,city.广东省
160,玖胜云智联,company/68499536,教育机器人研发商,industry.ROBOT,phase.ANGEL,city.广东省
161,众向科技,company/92528633,无人驾驶解决方案提供商,industry.AUTO,phase.NONE,city.湖北省
162,英博超算,company/97354720,自动驾驶技术研发商,industry.AUTO,phase.NONE,city.广东省
163,阅影科技,company/74132455,心脑疾病AI诊疗技术研发商,industry.MEDICAL_HEALTH,phase.NONE,city.广东省
164,睿视智觉,company/57130963,定制化图片识别服务提供商,industry.AI,phase.A,city.广东省
165,海岸语音,company/61334558,智能听觉感知技术研发商,industry.AI,phase.NONE,city.广东省
166,云鲸智能,company/50754718,家用机器人研发商,industry.ROBOT,phase.PRE_A,city.广东省
167,佳都数据,company/46998857,互联网支付技术及SaaS平台服务提供商,industry.SERVICE_INDUSTRIES,phase.ANGEL,city.广东省
168,固安海高,company/85518670,智能驾驶控制系统研发商,industry.AUTO,phase.ANGEL,city.河北省
169,Skyline智能云客服,company/91523599,人工智能销售助理研发商,industry.AI,phase.ANGEL,city.江苏省
170,喜悦智慧数据,company/108817,AI交通调度整体解决方案提供商,industry.AI,phase.NONE,city.广东省
171,小库科技,company/47242377,智能建筑设计服务提供商,industry.AI,phase.PRE_A,city.广东省
172,博为软件,company/134145,医学影像软件研发商,industry.MEDICAL_HEALTH,phase.NEEQ,city.湖南省
173,魔社,company/71774140,社交电商平台,industry.E_COMMERCE,phase.NONE,city.重庆市
174,海豚科技,company/29723178,语音工作助理研发商,industry.AI,phase.ANGEL,city.广东省
175,一满乐,company/530,数据分析服务提供商,industry.SERVICE_INDUSTRIES,phase.A,city.广东省
176,希氏异构医疗,company/86070098,消化内镜领域AI医疗服务提供商,industry.MEDICAL_HEALTH,phase.PRE_A,city.四川省
177,币来,company/94794091,数字货币数据服务平台,industry.FINANCE,phase.NONE,city.四川省
178,妙趣智能,company/72228858,AI健康管理服务云平台,industry.MEDICAL_HEALTH,phase.NONE,city.陕西省
179,高搜易蘑菇,company/68768583,智能FOF基金组合方案供应商,industry.FINANCE,phase.A,city.广东省
180,Face Job,company/98106341,AI智能求职工具,industry.SERVICE_INDUSTRIES,phase.NONE,city.四川省
181,eMeet,company/76617307,移动办公智能助手研发商,industry.AI,phase.A,city.广东省
182,知麻机器人,company/140501,聊天机器人开发平台,industry.AI,phase.ANGEL,city.江苏省
183,三滴智衣,company/55631634,3D试衣服务平台,industry.CONSUMER_LIFESTYLE,phase.NONE,city.广东省
184,几维米尔,company/31513,机器视觉技术服务提供商,industry.AI,phase.A,city.广东省
185,鹰眼在线,company/38047101,机器视觉系统及硬件研发商,industry.AI,phase.ANGEL,city.广东省
186,长桑技术,company/87756,移动医疗设备研发及健康管理服务商,industry.MEDICAL_HEALTH,phase.A,city.广东省
187,百迈技术,company/150273,机器视觉技术研发商,industry.AI,phase.ANGEL,city.广东省
188,洗之朗,company/66510564,智能马桶盖研发商,industry.MANUFACTURING,phase.B,city.陕西省
189,虹识技术,company/113693,虹膜生物识别技术研究及产品提供商,industry.AI,phase.A_PLUS,city.湖北省
190,广州幽联,company/46733997,机器人自然语言交互技术研发商,industry.AI,phase.ANGEL,city.广东省
191,find+人脸识别,company/15491386,人工智能图像识别社交与物联服务商,industry.AI,phase.NONE,city.广东省
192,智士科技,company/9771971,机器人及人工智能芯片研发公司,industry.ROBOT,phase.ANGEL,city.广东省
193,厦门云脉,company/5668,OCR和人工智能技术和解决方案研发商,industry.SERVICE_INDUSTRIES,phase.ANGEL,city.福建省
194,Aegis擎盾,company/80062400,基于人工智能技术的法律咨询服务产品提供商,industry.SERVICE_INDUSTRIES,phase.A_PLUS,city.江苏省
195,卡特加特,company/20455531,全宅智能家居品牌服务商,industry.INTELLIGENT_HARDWARE,phase.A,city.广东省
196,中科类脑,company/83734617,类脑国家工程实验室成果转化平台,industry.AI,phase.NONE,city.安徽省
197,火球股票,company/64341584,智能炒股平台,industry.FINANCE,phase.NONE,city.江苏省
198,艾弗曼,company/46455827,智能服务机器人研发商,industry.ROBOT,phase.NONE,city.江苏省
199,必革运动科技,company/4530755,AI健身产品解决方案研发商,industry.AI,phase.INFORMAL,city.广东省
200,量子动力,company/175690,CG算法研发商,industry.AI,phase.NONE,city.广东省
201,数联惠法,company/119265,法律大数据处理技术提供商,industry.SERVICE_INDUSTRIES,phase.NONE,city.四川省
202,熵智科技,company/85949208,3D视觉技术解决方案提供商,industry.AI,phase.ANGEL,city.广东省
203,爱智慧科技,company/177226,AI金融服务商,industry.EDUCATION_TRAINING,phase.NONE,city.广东省
204,睿仟医疗,company/50919958,数字病理及AI病理诊断技术公司,industry.MEDICAL_HEALTH,phase.ANGEL,city.江苏省
205,游米,company/98894399,智能线下场景入口流量及数据服务商,industry.SERVICE_INDUSTRIES,phase.ANGEL,city.广东省
206,易容智能科技,company/1395349,人脸识别应用方案提供商,industry.AI,phase.ANGEL,city.江苏省
207,瑞斯特朗,company/165093,智能验布机研发商,industry.AI,phase.NONE,city.广东省
208,脉脉医生,company/22306,智能疾病检测服务平台,industry.MEDICAL_HEALTH,phase.PRE_A,city.四川省
209,艾颂音乐,company/41577246,智能音乐创作系统提供商,industry.AI,phase.NONE,city.广东省
210,星云智能,company/24866517,智能驾驶解决方案提供商,industry.AI,phase.NONE,city.湖南省
211,Using.ai,company/16007161,人工智能应用服务提供商,industry.AI,phase.ANGEL,city.广东省
212,XSports.AI,company/9870257,人脸识别技术与服务提供商,industry.AI,phase.NONE,city.广东省
213,珍夕健康,company/29855215,智能健康管理服务平台,industry.MEDICAL_HEALTH,phase.NONE,city.广东省
214,贝尔信,company/93999890,人工智能视觉分析系统服务提供商,industry.AI,phase.C,city.广东省
215,携康科技,company/54616701,智能健康管理方案提供商,industry.MEDICAL_HEALTH,phase.NONE,city.广东省
216,百答科技,company/49460,智能问答机器人系统研发商,industry.AI,phase.A,city.广东省
217,小禾e学,company/48136999,AI及AR智慧教育综合平台,industry.EDUCATION_TRAINING,phase.NONE,city.江苏省
218,常锋无人机,company/105102,集新型无人机设计、研发、制造及销售为一体的高新技术企业,industry.UAV,phase.PRE_A,city.广东省
219,AIhub,company/14897055,人工智能算法产品化支撑平台,industry.AI,phase.NONE,city.湖北省
220,法律谷,company/140447,人工智能律师推荐服务提供商,industry.SERVICE_INDUSTRIES,phase.NONE,city.广东省
221,行为科技,company/91053291,生物识别智能化产品研发商,industry.AI,phase.NONE,city.广东省
222,理邦云诊,company/82456862,智能诊断服务提供商,industry.MEDICAL_HEALTH,phase.NONE,city.广东省
223,龙盾信息,company/72088262,指纹识别技术及产品研发商,industry.AI,phase.NONE,city.广东省
224,未来互娱,company/59852480,AI技术研发商,industry.AI,phase.ANGEL,city.广东省
225,奈尔森,company/56770838,机器视觉系统研发商,industry.MANUFACTURING,phase.ANGEL,city.广东省
226,广电卓识,company/55330982,生物特征识别整体解决方案提供商,industry.AI,phase.NONE,city.广东省
227,蓝海健康,company/18031457,医疗大数据服务平台,industry.MEDICAL_HEALTH,phase.NONE,city.福建省
228,网感至察,company/71698,人工智能解决方案提供商,industry.SERVICE_INDUSTRIES,phase.A,city.江苏省
229,云问科技,company/12631,智能客服机器人开发服务商,industry.AI,phase.A,city.江苏省
230,雅奢,company/16767938,社交AI电商平台,industry.E_COMMERCE,phase.NONE,city.山东省
231,nidone,company/91097668,智慧社区解决方案提供商,industry.SERVICE_INDUSTRIES,phase.PRE_A,city.广东省
232,开普勒创新,company/16786988,智能物流无人机研发商,industry.UAV,phase.NONE,city.福建省
233,平安银行,company/29885,全国性股份制商业银行,industry.FINANCE,phase.IPO,city.广东省
234,派光信息,company/26367517,光纤信息技术解决方案提供商,industry.PEC,phase.B,city.江苏省
235,小小鱼科技,company/76513687,人工智能教育服务提供商,industry.EDUCATION_TRAINING,phase.ANGEL,city.广东省
236,灏景传媒,company/1458202,电梯媒体服务商,industry.SERVICE_INDUSTRIES,phase.NONE,city.福建省
237,阿波罗智行科技,company/93946046,人脸识别技术服务商,industry.AI,phase.NONE,city.湖南省
238,评测学,company/24564,AI自适应教育服务平台,industry.AI,phase.ANGEL,city.四川省
239,灵聚科技,company/98966,机器人算法及智能机器人研发商,industry.AI,phase.A,city.广东省
240,PaperWeekly,company/74835627,人工智能领域学术平台,industry.SOCIAL_NETWORK,phase.SEED,city.湖南省
241,皓天科技,company/74517730,机器人教育服务商,industry.EDUCATION_TRAINING,phase.ACQUIRED,city.辽宁省
242,高新兴机器人,company/70548086,巡逻机器人制造商,industry.MANUFACTURING,phase.NONE,city.广东省
243,九四智能,company/65126827,智能语音交互技术开发商,industry.AI,phase.NONE,city.广东省
244,多点智能,company/61384094,智能服务提供商,industry.SERVICE_INDUSTRIES,phase.NONE,city.安徽省
245,ADASLeader,company/59413913,人工智能汽车动力系统研发商,industry.AI,phase.NONE,city.广东省
246,远荣自动,company/43030544,智能机器人系统研发商,industry.ROBOT,phase.NEEQ,city.广东省
247,创科视觉,company/41634624,机器视觉系统开发商,industry.AI,phase.NONE,city.广东省
248,泛舟科技,company/11940360,AI金融与大数据风控服务提供商,industry.FINANCE,phase.NONE,city.广东省
249,中软高科,company/10062286,人工智能技术研究及软件开发服务商,industry.AI,phase.NONE,city.河南省
250,含铭电子,company/5114970,工业领域图像智能识别系统方案提供商,industry.AI,phase.ANGEL,city.安徽省
251,正北科技,company/2391293,AI汽车顾问助理研发商,industry.AI,phase.ANGEL,city.福建省
252,诺比邻科技,company/155831,计算机视觉技术研发商,industry.AI,phase.NONE,city.广东省
253,驰声科技,company/27221,教育领域语音技术服务商,industry.AI,phase.ACQUIRED,city.江苏省
254,大简智能招聘,company/74815315,AI智能招聘分析服务商,industry.AI,phase.NONE,city.广东省
255,中保车服,company/32415025,车险理赔服务平台,industry.FINANCE,phase.NONE,city.广东省
256,ImageQ,company/140441,大数据语义分析应用平台,industry.SERVICE_INDUSTRIES,phase.A,city.湖北省
257,DATA TOUCH,company/84884077,基于人工智能技术的内容分析平台,industry.AI,phase.NONE,city.广东省
258,宝通智能,company/22683303,交互式机器人研发商,industry.AI,phase.NONE,city.陕西省
259,长沙智能机器人研究院,company/12751565,机器人与智能制造技术研发商,industry.ROBOT,phase.ANGEL,city.湖南省
260,开元埃尔,company/3585862,移动物联网解决方案提供商,industry.SERVICE_INDUSTRIES,phase.NONE,city.安徽省
261,奇智网络,company/74101,SaaS模式智能客服云平台,industry.SERVICE_INDUSTRIES,phase.NONE,city.江苏省
262,迈格生命科技,company/139363,医学影像分析服务提供商,industry.MEDICAL_HEALTH,phase.A,city.广东省
263,桑葛石,company/90835968,AI风控服务商,industry.FINANCE,phase.NONE,city.四川省
264,苏州采波传感器,company/76771867,基于MCP与数据融合的运动姿态传感器芯片,industry.INTELLIGENT_HARDWARE,phase.NONE,city.江苏省
265,飔拓,company/33978,人工智能与大数据行业解决方案提供商,industry.SERVICE_INDUSTRIES,phase.A,city.湖北省
266,科思创动,company/97099113,非接触式情绪监测技术研发服务商,industry.AI,phase.NONE,city.广东省
267,凡云,company/26163511,人工智能营销平台,industry.SERVICE_INDUSTRIES,phase.NONE,city.四川省
268,华久信息,company/89817,情感识别技术服务提供商,industry.AI,phase.NONE,city.广东省
269,倍罗智能,company/72081848,智能招聘系统研发商,industry.AI,phase.ANGEL,city.广东省
270,西邮微,company/110647,芯片设计研发商,industry.SERVICE_INDUSTRIES,phase.A,city.陕西省
271,帕米科技,company/64371948,人脸识别智能化解决方案提供商,industry.AI,phase.ANGEL,city.福建省
